Name,Status,Attribute,type
Orcust Chevalier du Cauchemar,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Louve Distante,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête/Effet]
Cyber Dragon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LIGHT,[Machine/Effect]
Soldat Amorceur - Dynamo Redoutable,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
"Ondine, Demoiselle de Fortune",Unlimited(OCG)/Unlimited(TCG),EAU,[Magicien/Effet]
Limiter Removal,Unlimited(OCG)/Unlimited(TCG),SPELL,
Murène de Cupidité,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Héritage du Véritable Draco,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Fortin, la Forteresse Ambulante",Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Matériel Synchro,,PIÈGE,
Eisbahn,Unlimited(OCG)/Unlimited(TCG),TRAP,
Retour du Roi Véritable,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Jowgen le Spirit,Unlimited(OCG)/Forbidden(TCG),LUMIÈRE,[Magicien/Effet]
Kycoo le Destructeur de Fantômes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Bazoo le Mangeur d'Âmes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Effet]
Necrofear des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Âme de Pureté et de Lumière,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
L'Esprit de la Pierre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Rocher/Effet]
Zombyra la Ténébreuse,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Maryokutai,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Aqua/Effect]
L'Ultime Guerrier d'une Autre Planète,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Fusion／Effet]
Esprit Noir du Silence,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Ordre Royal,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Récompense du Profanateur de Tombes,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Coup de Poing Destructeur,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Destruction Aveugle,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Les Vacances de l'Empereur,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tableau de la Destinée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
La Porte des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Laser Cyclon,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Saggi le Clown des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Normal]
Sangan,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Fiend/Effect]
Grand Papillon,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Effet]
Kuriboh,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Fiend/Effect]
Dragon Millénaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Fusion]
Cavalier Mystique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Normal]
Clown Grossier,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Clown de Rêve,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Princesse de Tsurugi,Unlimited(OCG)/Unlimited(TCG),VENT,[Guerrier/Flip／Effet]
Jirai Gumo,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Insect/Effect]
Ryu-Kishin le Puissant,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Normal]
L'Immortel du Tonnerre,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Flip／Effet]
Hoshiningen,Unlimited(OCG)/Unlimited(TCG),LIGHT,[Fairy/Effect]
Soldat Canon,Forbidden(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Muka Muka,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Rock/Effect]
Boucher de Bistro,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Sorcière de la Forêt Noire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Petite Chimère,Unlimited(OCG)/Unlimited(TCG),FEU,[Bête/Effet]
Dragon du Tonnerre à Deux Têtes,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Fusion]
Apprenti Sorcier,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Gazelle, Roi des Bêtes Mythiques",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Normal]
Brouilleur Magique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Sept Outils du Bandit,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Corne du Paradis,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
La Petite Fille Malheureuse,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Anneau de Magnétisme,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Partagez la Douleur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Violent Orage,Limited(OCG)/Forbidden(TCG),MAGIE,
Électro-Gamin (Actualisé de : Héros Oscillo N°2),Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Normal]
L'Âme de Pureté,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Lumière Perce-Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Statue de l'Île de Pâques,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Normal]
Amitié Scintillante,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Normal]
Le Ver Malfaisant,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Effet]
Axe Raider,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Warrior/Normal]
Chasseur Mécanique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Normal]
Gemini Elf,Unlimited(OCG)/Unlimited(TCG),EARTH,[Spellcaster/Normal]
Charité Gracieuse,Forbidden(OCG)/Forbidden(TCG),MAGIE,
Roi Rex à Deux Têtes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Normal]
Déesse au 3ème Œil,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Effet]
Génie de la Lampe,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Normal]
Vers Aiguillon,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Flip／Effet]
Morphojarre,Unlimited(OCG)/Semi-Limited(TCG),TERRE,[Rocher/Flip／Effet]
Décret Royal,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Epine Magique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Gaïa le Chevalier Implacable Rapide,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Guardien Celtique Recyclé (Actualisé de : Gardien Celtique Recyclé),Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Chevalier Commandeur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Guerrier/Effet]
Troupe d'Assaut Gobline Toon,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Toon／Effet]
Soldat Canon Toon,Forbidden(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Toon／Effet]
Sorcier Masqué Toon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Toon／Effet]
Table des Matières Toon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Reine Insecte,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Insecte/Effet]
Dark Balter le Terrible,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Fusion／Effet]
Âme Possédée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Minion Ailé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Loup à Deux Têtes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Opticlops,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Fiend/Normal]
Le Rugissement du Gouverneur des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Poupée Magique du Gouverneur des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Démolition de l'Âme,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Freed le Général Irremplaçable,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Ryu Senshi,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Warrior/Fusion／Effect]
Dai Grepher le Guerrier,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Normal]
Garde Mystérieux,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Magicien/Flip／Effet]
La Troupe Exilée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Les Forces A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Renfort de l'Armée,Limited(OCG)/Limited(TCG)/Limited 2(TCGSpeed Duel),MAGIE,
Tableau de Lumière Révélatrice,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Guerrier Réincarné,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Provisions de Secours,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Lance Dragon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
La Pierre du Dragon,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Le Battement d'Aile du Dragon Géant,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Souffle du Dragon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Écrasement Destructeur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
La Colère du Dragon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Souffle Ardent,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Patricien des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Lily Fée des Piqûres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Magicien/Effet]
Fée des Bois,Unlimited(OCG)/Unlimited(TCG),TERRE,[Plante/Effet]
Parshath le Chevalier du Ciel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Effet]
Béhémoth à Deux Têtes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Maharaghi,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Spirit／Effect]
Yata-Garasu,Unlimited(OCG)/Unlimited(TCG),WIND,[Fiend/Spirit／Effect]
Long-Nez le Géant,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête-Guerrier/Spirit／Effet]
Hino-Kagu-Tsuchi,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FIRE,[Pyro/Spirit／Effect]
Fushi No Tori,Unlimited(OCG)/Unlimited(TCG),FIRE,[Winged Beast/Spirit／Effect]
Printemps de la Renaissance,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cœur de L'Eau Claire,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Océan Légendaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Murasame l'Épée de Fusion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Fumigène du Voleur,Forbidden(OCG)/Forbidden(TCG),MAGIE,
Permutation de Créature,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Arrangeur d'Énergie Spirituelle,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Deuxième Pile ou Face,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Convulsion de la Nature,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Secret du Bandit,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Après la Bataille,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chaîne Explosive,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Crash Boursier,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe sans Fond,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Effets Secondaires,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Laissez Tomber,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Dernier Tour,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Visage d'Oiseau,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Bête Ailée/Effet]
Kryuel,Unlimited(OCG)/Unlimited(TCG),DARK,[Fiend/Effect]
Servante de l'Aqua,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Aqua/Effet]
Mâchoires de la Sombre Mort,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Démon/Flip／Effet]
Tortue Gora,Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Effet]
Nuée de Scarabées,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Insecte/Effet]
Nuée de Sauterelles,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Insecte/Effet]
Momie à la Hache Géante,Unlimited(OCG)/Unlimited(TCG),TERRE,[Zombie/Effet]
Sphinx Gardien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Rocher/Effet]
Jarre Dés,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Rocher/Flip／Effet]
Pilleurs du Scorpion Noir,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Don Zaloog,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Warrior/Effect]
Fushioh Richie,Unlimited(OCG)/Unlimited(TCG),DARK,[Zombie/Effect]
Le Livre de la Vie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Le Livre de Taiyou,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Le Livre de la Lune,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Mirage du Cauchemar,Forbidden(OCG)/Forbidden(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Passage Secret vers les Trésors,Unlimited(OCG)/Unlimited(TCG),MAGIE,
L'Appel de la Momie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Ordalie du Voyageur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Sables Mouvants Insondables,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Malédiction du Roi,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Statue du Maléfique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Cercueil des Ténèbres,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Mur de Piques,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Chausse-Trape,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Trésor du Pharaon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Grand Moth Ultimement Parfait,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Insecte/Effet]
Rituel de la Noire Illusion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Lionne Dorée de Clair de Lune,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête-Guerrier/Effet]
Medius le Pur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Elfe/Effet]
Mécène du Pouvoir Artmage,Unlimited(OCG)/Unlimited(TCG),TERRE,[Illusion/Effet]
Ministre Psychique du Calme,Unlimited(OCG)/Unlimited(TCG),TERRE,[Psychique/Effet]
Procédure Mentale,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Psychique/Syntoniseur／Effet]
Artilleur Prototype Psychique,Unlimited(OCG)/Unlimited(TCG),TERRE,[Psychique/Effet]
"Eidos, le Monarque Souterrain",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Tessera, l'Écuyer Primitif",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Kaibaman la Légende,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Syntoniseur／Effet]
Force Black Super Quantum,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Morgana la Sorcière des Yeux,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Léo, le Sorcier Démon des Ténèbres",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Parfum Danseuse de Clair de Lune,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête-Guerrier/Fusion／Effet]
Diactorus Artmage,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Fusion／Effet]
Nerva la Mécène du Pouvoir de la Création,Unlimited(OCG)/Unlimited(TCG),TERRE,[Illusion/Fusion／Effet]
Premier des Seigneurs Dragon,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Fusion／Effet]
Mage Psychique du Silence,Unlimited(OCG)/Unlimited(TCG),TERRE,[Psychique/Synchro／Syntoniseur／Effet]
Archdémon Croix-Cérébral,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Psychique/Synchro／Effet]
Artilleur Psychique Mk-II,Unlimited(OCG)/Unlimited(TCG),TERRE,[Psychique/Synchro／Effet]
Champion Héroïque - Excalibur Magnum,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Xyz／Effet]
Argostars - Aventureuse Arion,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Xyz／Effet]
Âme du Vainqueur Rocks,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Pyro/Xyz／Effet]
"Flot Gaïa, Force Gracieuse",Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Xyz／Effet]
"Vallon, le Chasse-Ciel Super Psy",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Psychique/Xyz／Effet]
Gorgon de Zilofthonia,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Lien／Effet]
Acropole Académique des Arts Ésotériques Artmage,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Théoréalisation,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chef-d'Œuvre Artmage -Succession-,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Vernis Artmage -Altération-,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Fusion de Téléportation,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Plan des Monarques,Unlimited(OCG)/Unlimited(TCG),MAGIE,
La Révolte des Monarques,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Inferno du Cendré,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Âme du Vainqueur, Go !",Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Force 19 ""Incursion Soudaine ! Black Super Quantum !""",Unlimited(OCG)/Unlimited(TCG),MAGIE,
Retour du Duelliste,,MAGIE,
Perfection du Monarque,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Accro aux Pièges,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Buio la Lumière de l'Aube,Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Luce les Ténèbres du Crépuscule,Unlimited(TCG),TÉNÈBRES,[Démon/Fusion／Effet]
Mutinerie Céleste,Unlimited(TCG),MAGIE,
Préparatifs des Rites,Unlimited(TCG),MAGIE,
Sacrifice à Cordes d'Acier,Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Omnidestructeur Psychique,Unlimited(TCG),VENT,[Psychique/Synchro／Effet]
Scie Ga10 R.B.,Unlimited(TCG),TERRE,[Machine/Effet]
La Brute du Blues R.B.,Unlimited(TCG),VENT,[Machine/Lien／Effet]
Eva,Unlimited(OCG)/Unlimited(TCG),LIGHT,[Fairy/Effect]
Parshath l'Archi-Chevalier du Ciel Sacré,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Minerva, Savante du Paradis",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Néo-Parshath, le Paladin du Ciel",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Parshath le Chevalier du Ciel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Effet]
"Meltiel, Sage du Paradis",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Moisson, Ange de la Sagesse",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Layard, le Libérateur",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Athéna,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Téthys, Déesse de la Lumière",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Hécatris,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Héraut de la Lumière Écarlate,Limited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Syntoniseur／Effet]
Héraut de la Lumière Verte,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Héraut de la Lumière Mauve,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Le Sanctum de Parshath,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Sanctuaire Céleste,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cartes Célestes,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Transformation Céleste,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Walhalla, Sanctuaire du Déchu",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Liens des Camarades,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Renaissance de Parshath,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Lumière du Jugement,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Séraphin Artificiel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Chute Catastrophique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dragon Arc-en-Ciel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Dragon/Effet]
Oisillon Chrysalide,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Larve Chrysalide,Unlimited(OCG)/Unlimited(TCG),FEU,[Insecte/Effet]
Taupe Chrysalide,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
"Vénominaga, Déesse des Serpents Venimeux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
"Vénominon, Roi des Serpents Venimeux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
Empereur Dragon Chthonien,Unlimited(OCG)/Unlimited(TCG),FEU,[Dragon/Gémeau／Effet]
Joueur de Flûte Porte-Bonheur,Unlimited(OCG)/Unlimited(TCG),VENT,[Elfe/Gémeau／Effet]
Émissaire de l'Ombre,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Gémeau／Effet]
Criquet Fantôme,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Flip／Effet]
Voyante à la Boule de Cristal,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Magicien/Flip／Effet]
Éclaireur Néo-Space,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Dragon de Feu et de Glace,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Dragon/Effet]
Symbole Céleste,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Dauphin Marin Néo-Spacien,Unlimited(OCG)/Unlimited(TCG),EAU,[Guerrier/Fusion／Effet]
Espoir des Cinq,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Retour de Néos,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contact Conversion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Fête Chrysalide,Unlimited(OCG)/Unlimited(TCG),MAGIE,
NEX,Unlimited(OCG)/Unlimited(TCG),SPELL,
Renaissance Chrysalide,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Double Invocation,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Habileté de l'Invocateur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Symboles du Devoir,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Collier d'Ambition,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Porte du Tunnel Miroir Extra-Dimensionnel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
